3,1,1,2,3,3,36,6,4,1,3,1,1,5,5,5,3,5,3,5,1,1,5,1,1,5,5,5,2,5,3,2,1,3,5,5,4,3,2,5,4,2,4,3,2,3,3,5,1,2,5,1,1,5,1,4,1,5,3,1,1,2,2,5,3
3,1,1,0,3,5,30,5,2,0,2,1,1,2,3,4,4,3,3,3,1,4,4,2,1,4,2,2,2,2,3,3,2,3,5,5,1,5,5,4,2,2,2,3,2,3,3,4,1,2,4,1,2,5,2,4,4,3,3,2,2,1,2,4,4
3,1,5,0,2,2,43,7,3,0,1,1,1,5,5,5,3,3,4,5,2,3,4,1,1,5,1,4,4,4,4,2,2,2,1,4,5,5,4,4,2,5,4,4,1,3,3,4,2,3,5,1,2,5,5,5,5,5,4,3,3,5,2,5,3
3,5,5,3,4,5,34,6,3,0,1,1,1,2,4,4,2,3,3,3,2,3,3,1,1,5,4,4,2,4,3,2,4,4,4,4,4,3,4,2,2,2,5,3,1,2,2,3,1,3,3,1,2,5,2,4,3,5,3,2,4,4,2,5,2
5,3,5,1,4,4,60,8,5,1,.,1,1,5,5,5,5,.,3,4,1,4,5,1,5,5,4,5,5,2,4,4,3,5,5,4,4,4,2,4,2,2,5,4,1,.,2,4,1,3,5,2,5,5,1,5,4,4,4,4,5,4,2,5,4
1,0,1,0,1,4,58,6,3,1,1,1,1,5,5,5,4,4,3,5,2,4,4,1,2,2,5,5,5,2,3,3,4,5,5,3,1,5,1,2,3,5,5,5,2,4,4,5,1,5,5,1,3,3,5,5,4,5,4,4,5,1,2,4,4
1,0,1,0,4,5,43,8,3,1,1,1,1,2,5,5,2,4,4,4,1,3,5,1,1,4,4,4,2,1,4,2,2,4,4,2,5,4,3,2,3,2,4,2,4,3,4,4,1,3,4,1,4,4,4,5,4,2,4,2,4,5,2,4,3
3,3,5,2,4,5,68,11,3,1,3,1,1,2,4,4,3,3,4,4,2,3,4,4,4,4,4,4,2,2,4,3,2,2,5,4,5,4,2,4,2,2,4,2,2,2,3,3,2,3,3,4,4,5,2,4,3,3,4,3,4,4,2,4,4
1,0,1,0,2,4,24,9,4,0,1,1,1,3,4,3,3,3,3,4,2,3,4,5,3,5,3,4,4,2,3,3,3,3,5,5,3,4,4,3,3,3,5,3,2,3,3,4,1,4,3,4,5,5,3,5,2,3,3,3,3,3,2,3,5
4,0,1,1,2,5,36,10,3,0,4,1,1,4,5,5,1,5,5,5,2,5,5,1,1,.,4,5,4,4,1,2,1,.,.,4,1,5,2,5,4,4,4,3,2,2,3,4,1,3,5,1,3,5,2,5,1,2,2,1,1,4,2,5,4
3,2,5,1,4,5,68,11,3,1,2,1,1,4,5,2,2,4,2,4,2,3,4,4,4,4,2,4,2,4,3,3,3,3,4,4,3,4,5,4,2,4,5,4,1,4,3,4,1,4,5,4,4,5,5,5,4,3,3,2,3,3,2,3,4
4,1,1,0,1,5,36,6,3,1,2,0,1,4,4,4,3,2,3,4,2,3,5,2,2,4,2,2,2,4,4,4,3,4,5,4,4,5,5,4,2,4,4,3,2,2,2,3,1,2,4,2,2,4,2,3,2,1,4,5,2,4,2,2,4
2,.,1,0,3,5,76,.,3,1,.,1,1,5,5,5,5,.,2,4,2,3,5,1,1,5,3,5,4,3,5,3,2,4,4,5,4,5,3,5,.,4,4,4,3,.,3,3,2,3,3,1,3,5,2,5,4,4,5,3,3,3,2,3,5
2,0,1,0,1,4,61,6,3,1,.,1,0,5,5,5,4,.,2,5,2,3,4,1,4,3,4,3,3,3,4,4,3,4,5,5,4,4,4,4,3,5,5,4,2,.,4,5,2,4,5,1,3,4,4,4,5,4,4,2,1,4,2,2,3
1,0,1,7,5,4,51,7,3,0,4,1,1,4,4,4,3,4,3,4,2,4,4,2,2,4,2,4,2,2,4,2,3,5,5,4,2,4,4,4,5,3,3,3,1,3,3,4,1,3,3,2,3,4,3,4,2,1,3,1,2,3,2,2,4
4,5,1,4,4,4,50,10,4,1,1,1,0,2,3,4,1,5,2,3,1,3,3,2,4,3,3,4,1,1,4,4,4,4,5,5,2,4,3,.,2,1,1,1,3,5,1,3,1,3,2,4,5,4,1,3,1,2,5,5,4,3,2,2,3
4,6,5,0,1,4,34,6,4,1,2,1,0,4,4,4,4,4,3,4,1,3,5,2,2,4,5,5,4,3,4,2,2,3,5,5,4,4,2,1,1,3,2,4,4,4,3,4,1,2,4,4,2,4,4,5,4,4,4,4,1,4,2,5,4
2,.,1,0,4,5,43,10,3,1,5,1,1,2,4,5,4,4,4,4,2,4,4,2,2,5,4,4,4,4,4,3,3,2,4,4,2,3,2,4,.,3,3,3,3,3,3,4,2,3,4,2,2,4,2,4,4,4,3,3,3,3,2,5,4
4,0,5,1,4,4,41,8,5,1,1,0,1,2,5,4,1,1,2,4,1,3,4,1,2,2,1,3,1,1,5,5,4,4,5,4,1,5,5,5,4,2,5,1,1,4,2,2,1,3,3,2,2,2,1,1,1,1,5,5,2,1,2,1,5
5,2,5,6,5,5,35,11,3,1,.,1,1,2,4,5,5,.,3,5,2,4,4,1,4,4,4,5,2,2,3,3,3,5,4,4,4,5,2,4,5,3,4,2,2,3,3,4,1,2,3,1,4,4,5,5,1,1,4,2,3,2,2,3,2
3,7,1,3,4,5,73,5,2,0,.,1,1,4,4,5,4,.,2,4,1,3,4,1,3,4,3,4,4,3,4,3,3,3,5,4,4,4,3,3,1,4,5,2,1,.,2,2,1,2,3,1,3,3,4,4,4,3,4,3,3,4,2,3,3
4,5,1,0,2,3,29,6,3,0,.,1,1,5,5,5,4,.,3,4,1,4,5,1,1,5,5,4,2,4,4,2,4,4,5,4,2,4,4,3,1,4,5,5,4,.,3,4,2,4,5,1,2,5,2,4,2,4,2,2,4,2,2,4,3
5,7,1,3,5,5,57,6,4,1,1,1,1,5,5,5,3,4,2,5,1,5,5,1,1,5,4,4,1,1,5,5,5,5,5,5,1,5,3,4,1,3,3,3,3,4,3,4,1,2,4,3,3,4,5,5,1,1,5,5,4,3,2,5,4
5,4,1,3,5,4,76,5,2,0,.,1,1,4,4,5,4,.,3,3,1,4,3,1,1,4,3,4,1,1,4,4,4,4,5,5,4,4,3,3,2,2,4,4,2,.,2,3,1,3,2,1,2,.,5,4,4,3,.,5,4,4,2,4,3
5,4,1,4,4,4,42,8,2,1,5,0,1,5,5,5,4,5,3,4,1,4,5,1,1,2,4,4,2,1,5,5,5,4,5,2,1,4,4,4,3,3,5,4,3,3,3,4,2,3,4,1,1,3,1,4,1,3,5,5,5,3,2,5,4
5,7,1,7,5,5,67,3,2,1,.,1,1,3,3,3,1,.,2,3,1,3,4,1,1,3,2,4,4,2,5,5,5,4,5,4,5,4,4,3,3,2,4,2,1,.,2,2,1,2,2,1,1,4,4,5,2,2,5,5,5,2,2,2,3
1,2,5,0,4,4,48,10,3,0,4,0,1,3,3,5,5,3,4,5,3,3,5,1,2,1,2,4,3,1,4,2,2,1,5,5,5,3,4,4,2,1,3,4,1,4,4,4,1,2,4,1,4,3,3,5,3,1,3,2,1,1,2,1,3
5,7,1,7,5,4,44,11,3,1,5,1,1,3,5,5,4,4,3,5,1,4,5,1,1,5,5,5,2,3,4,3,5,5,5,4,4,1,1,4,3,2,5,4,2,2,2,3,1,2,3,1,1,5,1,5,3,3,4,4,4,4,2,5,5
5,7,1,7,5,4,70,7,2,0,.,1,1,1,3,2,2,.,2,4,1,4,4,5,5,4,5,5,4,5,4,3,2,2,5,3,4,4,2,5,3,1,2,1,1,.,2,3,1,2,2,5,5,4,1,1,1,1,2,2,1,4,2,4,5
3,0,1,0,3,3,42,3,3,1,.,0,1,5,5,5,5,.,5,5,2,5,5,1,1,4,5,5,5,5,4,1,1,1,4,4,4,3,1,2,3,3,3,3,2,.,4,5,1,4,5,2,3,4,2,5,5,5,4,4,5,4,2,5,2
5,5,1,3,4,5,78,11,4,0,.,1,1,4,4,1,1,.,1,4,1,2,3,5,5,5,5,5,5,5,3,2,1,3,5,4,4,5,2,3,2,1,1,1,1,.,1,1,1,1,1,5,5,5,1,3,3,5,3,1,1,5,2,3,5
4,6,1,1,3,4,71,4,2,0,1,1,0,2,2,2,4,2,2,3,1,2,4,4,4,2,3,5,4,3,5,4,1,4,5,5,2,5,3,4,1,2,2,1,1,2,1,2,1,1,3,3,5,2,5,3,2,4,4,2,1,5,2,1,2
5,7,1,7,5,5,48,11,3,0,4,1,1,5,5,5,2,5,3,5,1,3,4,1,2,5,5,4,2,3,3,1,1,5,5,5,4,3,1,4,3,5,5,4,1,2,2,3,1,3,2,1,3,5,3,3,1,3,3,2,4,4,2,5,3
3,0,5,2,4,3,64,7,3,1,2,1,1,5,5,5,3,4,3,5,1,2,4,1,1,5,5,5,3,4,5,4,4,4,5,3,5,4,1,5,4,5,4,3,4,4,3,4,1,3,4,1,5,5,.,5,2,4,4,4,3,5,.,.,5
5,7,5,7,5,4,50,9,4,0,4,1,0,5,5,5,3,3,3,5,1,4,5,1,1,4,5,4,3,1,4,3,3,5,5,5,2,4,1,4,3,5,5,4,1,3,4,4,1,3,4,1,3,3,1,5,2,1,4,3,3,2,2,5,4
5,7,1,7,5,4,60,7,4,0,.,1,1,3,4,5,4,.,2,4,1,3,4,1,1,5,5,5,2,4,4,5,3,5,5,5,2,4,3,4,3,2,5,4,3,.,3,3,2,2,3,1,1,5,3,5,2,3,5,5,3,2,2,3,4
4,4,1,2,4,4,63,6,2,0,1,1,0,4,4,4,4,3,2,3,2,2,3,1,1,2,3,3,4,2,4,4,4,4,4,4,2,4,3,5,2,1,2,4,3,3,3,3,2,4,4,1,2,2,4,2,2,1,4,4,3,4,2,3,4
5,5,1,7,5,5,40,7,3,0,3,1,1,4,5,4,4,3,3,4,1,4,4,2,2,4,2,3,3,4,3,3,3,3,4,5,2,5,2,4,4,2,3,3,2,2,2,1,1,2,2,2,2,4,2,3,3,3,3,3,2,2,2,3,4
5,6,1,6,5,5,66,10,3,1,.,1,1,4,4,4,5,.,3,4,2,4,4,1,1,5,4,4,2,2,4,3,2,4,5,4,2,4,4,4,3,4,4,2,1,.,2,3,1,2,3,1,2,4,3,4,2,4,4,4,2,4,2,3,3
5,5,1,1,1,3,60,5,2,1,4,1,1,1,1,1,1,4,2,3,1,3,2,5,5,2,3,5,1,3,4,4,5,3,3,2,5,4,3,4,1,1,1,1,1,1,1,1,1,1,1,5,5,2,2,5,1,4,4,2,5,2,2,3,3
3,7,1,7,5,5,31,2,2,1,.,1,0,4,5,2,4,.,3,5,1,3,3,5,3,4,4,2,2,1,3,3,1,4,4,4,1,5,3,4,3,1,3,1,2,.,2,3,1,3,4,5,5,3,4,1,1,1,4,4,1,2,2,5,5
1,0,1,7,5,4,44,10,3,1,2,1,1,2,2,2,1,1,2,3,1,2,3,5,5,5,4,4,1,1,4,3,2,2,5,5,4,5,5,2,5,2,2,1,1,1,1,2,1,1,2,5,5,5,3,4,2,4,4,3,2,4,2,4,3
3,4,4,3,4,5,39,9,4,1,1,1,1,5,5,5,3,4,3,4,1,4,4,1,2,5,4,5,4,4,4,4,3,4,4,3,4,5,2,3,2,4,5,4,3,4,3,4,2,4,5,1,3,5,3,4,3,4,4,3,5,4,2,4,2
2,1,1,0,1,1,67,8,3,1,1,0,1,5,4,4,4,3,3,4,3,3,4,5,4,3,4,2,2,3,4,3,4,4,5,3,2,3,3,2,2,3,3,4,1,1,2,4,1,2,3,4,4,3,4,3,4,2,4,4,4,5,2,1,4
3,3,5,1,4,4,54,8,2,1,1,1,1,5,4,5,5,4,3,3,3,3,4,1,1,5,3,3,1,2,4,4,4,4,5,5,1,5,3,5,2,5,5,3,1,3,3,3,1,2,4,2,2,5,4,4,2,3,4,4,4,1,2,3,5
4,3,1,3,5,4,68,10,3,1,.,1,1,2,3,2,2,.,2,3,1,3,2,5,5,4,3,4,4,4,2,2,1,3,5,4,3,3,3,4,3,2,2,2,3,.,1,1,1,1,1,5,5,4,4,4,2,4,4,2,1,2,2,3,4
4,3,3,1,3,5,42,10,3,1,1,1,1,2,5,4,3,3,2,4,1,3,5,1,3,4,4,4,4,3,5,5,5,5,5,5,2,5,4,4,2,2,2,2,3,2,2,2,1,2,2,3,5,4,5,4,2,2,5,4,5,4,2,2,5
5,7,1,7,5,5,73,10,5,0,.,1,1,5,5,5,5,.,2,4,2,4,5,1,1,5,.,.,.,.,5,5,4,4,5,4,1,.,.,5,3,4,5,2,2,.,3,3,1,3,3,1,1,4,4,4,4,3,5,5,4,4,4,4,4
3,1,1,1,3,3,26,4,3,1,.,1,1,2,4,4,4,2,3,4,2,2,4,2,3,5,2,4,4,4,3,3,3,3,4,2,2,4,3,4,3,3,4,4,4,3,3,3,2,2,2,3,3,4,3,4,4,4,3,3,2,3,2,3,3
1,0,1,0,1,2,53,5,1,0,1,1,1,5,4,5,5,5,4,4,2,3,4,1,1,5,3,3,4,4,2,4,3,3,5,5,4,5,3,3,3,5,4,5,3,5,5,4,2,3,3,1,1,5,1,3,3,3,2,1,3,5,2,3,3
5,7,3,4,5,4,58,10,3,1,3,1,1,4,4,5,4,4,3,4,1,3,5,1,2,3,4,4,3,1,4,4,4,4,5,5,2,4,2,4,2,2,4,3,2,2,2,3,1,2,3,1,2,4,3,4,3,2,4,4,3,3,2,4,5
4,1,5,4,5,4,70,6,1,0,1,1,1,5,5,5,4,3,3,4,2,3,4,1,2,4,4,4,4,3,4,4,4,4,4,4,1,4,2,3,4,4,4,3,3,3,3,3,2,3,4,2,3,3,4,4,4,4,4,4,4,2,2,4,2
5,7,3,5,4,5,36,8,3,1,.,1,1,4,5,4,2,4,4,4,2,2,3,3,3,5,5,2,2,3,5,4,3,3,5,4,1,3,2,4,2,.,5,3,1,4,4,3,1,3,4,4,5,5,4,.,1,1,4,1,1,1,2,5,4
.,0,1,0,2,3,32,7,3,0,4,1,1,1,1,5,4,2,2,5,2,4,5,1,1,2,2,1,1,1,4,4,4,5,5,3,2,4,4,4,3,1,1,4,3,2,2,4,1,2,2,1,4,4,4,5,1,2,4,1,4,2,2,4,4
5,5,1,1,4,5,67,9,3,0,4,1,1,4,4,5,4,4,2,5,1,3,5,1,1,4,4,5,4,3,5,5,3,5,4,4,2,4,1,5,1,3,3,4,3,3,2,3,1,3,3,1,1,4,2,4,2,2,5,4,3,2,2,4,4
1,3,1,0,1,3,38,6,2,0,1,1,1,4,5,2,2,1,2,1,1,1,3,4,4,4,4,2,4,3,2,2,1,2,4,4,2,3,3,4,2,5,4,1,1,1,2,3,1,1,3,4,4,4,2,5,2,3,2,1,1,4,2,5,4
3,0,1,1,3,3,62,8,2,0,1,1,1,4,5,4,2,3,3,4,2,4,5,1,1,1,2,1,1,1,3,2,2,4,5,5,2,5,4,4,4,2,3,2,2,1,3,4,1,3,3,2,3,1,4,2,1,1,2,2,2,2,2,1,4
1,2,5,6,4,4,54,10,5,1,1,1,1,5,5,5,5,5,4,5,1,3,4,1,2,5,5,5,2,3,5,4,4,4,5,4,2,4,2,4,5,2,4,5,3,4,3,4,1,2,2,1,3,4,4,3,3,4,4,3,4,3,2,5,3
4,1,3,0,4,4,61,6,3,0,.,1,1,3,5,4,3,.,3,5,2,4,5,2,3,5,4,4,2,3,4,3,2,5,5,5,1,4,1,4,2,3,4,1,1,.,3,4,1,4,4,4,5,5,1,5,4,1,3,3,3,3,2,3,4
4,7,1,5,4,4,75,7,2,0,.,1,1,4,4,4,1,.,3,4,1,3,4,1,1,4,3,4,4,3,5,5,5,3,5,4,1,4,3,4,2,3,2,2,2,.,2,3,1,2,2,1,2,4,3,4,4,2,5,4,3,2,2,3,4
1,0,1,0,4,5,42,7,2,1,1,0,1,5,5,5,4,5,4,4,1,2,4,1,1,5,5,5,1,5,3,3,1,5,4,5,1,4,1,4,3,2,2,2,2,3,4,5,2,4,4,2,2,5,1,5,1,3,2,2,1,2,2,5,3
5,3,1,7,5,3,67,7,3,1,1,1,1,4,5,5,4,4,3,5,2,5,5,1,1,5,3,5,2,2,4,4,5,5,5,5,5,5,3,4,5,1,1,2,1,1,1,2,1,3,3,4,5,5,3,4,2,2,4,3,4,4,2,3,4
