1,0,1,0,1,3,60,7,5,0,.,0,1,4,4,4,3,.,3,5,2,3,5,1,1,3,4,3,3,3,3,3,4,3,4,3,4,3,4,3,3,3,4,4,3,.,3,5,1,4,4,1,1,2,4,3,3,2,3,3,3,4,2,3,4
5,7,1,3,4,3,36,7,2,1,.,1,1,1,1,1,2,.,4,4,1,3,4,5,5,3,3,3,1,1,3,1,1,3,5,5,2,3,3,3,1,1,1,1,1,.,1,1,1,1,1,5,5,2,1,3,1,3,3,2,1,3,2,3,2
5,6,1,6,4,5,54,11,5,1,.,1,1,2,4,2,2,.,2,3,1,3,3,3,4,2,2,1,1,1,4,2,1,5,5,5,4,4,3,4,3,2,2,1,1,.,2,2,1,2,2,5,5,3,3,4,1,1,3,2,1,4,2,4,4
2,0,5,1,3,4,62,3,2,1,1,1,0,5,5,4,1,5,3,5,1,3,5,1,2,3,5,5,4,4,4,1,4,4,5,4,4,5,3,4,4,5,5,2,1,2,2,5,1,3,5,1,2,3,4,5,3,4,5,1,4,4,2,3,4
1,1,5,1,3,5,51,11,3,0,5,1,1,4,2,4,4,4,2,4,1,5,5,3,2,1,5,4,1,3,3,2,1,4,5,5,2,4,1,4,3,1,2,3,2,1,1,4,1,4,3,3,2,2,3,4,1,4,4,3,1,2,2,5,3
5,3,1,1,3,3,51,4,3,0,.,1,0,5,5,5,3,.,4,5,1,5,5,1,1,3,5,5,3,5,4,4,4,4,5,4,2,3,1,4,2,5,4,3,1,.,3,5,1,4,5,2,4,4,2,5,4,5,4,3,3,3,2,5,3
1,0,1,3,4,5,39,7,3,0,4,1,1,2,3,3,2,1,2,4,1,3,5,3,3,4,5,4,2,3,4,4,5,5,5,5,5,3,1,5,4,1,1,1,1,3,2,3,1,3,3,4,3,3,4,4,1,4,4,4,4,5,2,5,4
4,5,5,6,4,3,58,8,3,1,1,0,1,3,4,2,2,2,3,4,1,4,5,4,5,3,3,1,1,1,4,3,3,4,5,5,2,5,3,3,4,2,4,1,1,1,2,3,1,2,3,5,5,3,3,3,1,2,4,3,3,2,2,3,3
5,7,1,7,5,5,78,11,3,1,.,1,1,5,5,1,4,.,2,4,1,4,4,5,4,5,3,4,3,4,4,3,1,3,5,5,1,4,3,.,3,5,5,1,1,.,3,4,1,2,2,1,1,5,4,4,4,3,4,1,1,2,2,3,2
2,7,1,2,3,5,46,8,3,0,1,1,1,2,4,2,1,2,3,4,1,4,5,4,4,5,3,4,4,1,4,4,2,5,5,4,4,4,4,3,1,4,5,1,1,2,2,3,1,2,2,3,4,5,4,2,2,1,4,3,1,4,2,2,3
2,1,1,0,1,2,70,5,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,4,3,1,1,5,3,2,1,3,5,5,1,5,1,5,2,1,1,1,1,1,1,1,1,1,1,5,5,5,3,1,1,1,1,1,1,1,2,5,5
4,4,5,6,4,4,45,5,2,1,4,0,1,3,3,4,1,3,3,3,2,2,3,2,2,3,3,3,3,2,5,3,2,4,3,2,1,4,4,4,4,2,4,2,1,3,3,5,2,2,3,2,2,3,4,3,1,1,4,3,2,2,2,1,4
4,4,3,1,3,3,31,5,3,0,1,0,1,2,4,4,4,4,3,3,1,3,4,4,2,3,3,2,5,2,3,3,3,3,5,4,3,3,3,3,2,1,1,3,2,5,4,4,1,2,4,3,2,4,1,3,5,2,4,3,3,2,2,2,3
5,7,1,7,5,5,74,10,3,1,.,1,1,2,3,4,4,.,2,3,1,3,4,1,2,4,4,.,.,.,4,4,2,4,5,5,2,5,3,3,3,2,2,2,1,.,2,3,1,3,2,1,4,4,2,4,2,2,5,4,4,3,2,3,4
3,7,4,7,5,5,51,8,4,1,1,1,1,4,5,5,5,1,2,5,3,3,5,1,1,4,4,4,4,3,5,4,4,5,5,5,4,3,2,5,3,4,5,4,3,2,3,3,2,3,4,1,1,5,4,5,4,2,5,3,4,4,2,4,5
1,0,1,0,1,4,53,6,2,0,1,1,1,5,5,5,4,5,5,5,3,5,5,1,1,5,5,5,2,4,4,4,4,4,5,4,5,1,1,2,3,4,4,5,3,3,4,5,2,4,5,1,1,5,2,5,4,3,4,4,4,5,2,5,1
2,0,1,0,1,5,61,10,3,1,1,1,1,4,5,1,4,2,2,4,1,4,5,5,1,3,3,4,3,2,4,3,1,3,5,4,3,4,5,4,3,4,4,4,1,2,3,3,1,3,4,1,2,3,5,4,4,3,5,5,5,3,4,2,4
4,5,3,7,5,5,57,9,3,1,4,1,1,2,4,2,2,1,3,4,1,3,4,2,2,4,4,4,4,2,4,4,4,2,5,5,3,4,3,4,4,5,5,2,2,1,2,5,1,5,4,1,4,4,1,4,3,1,4,4,4,2,2,5,4
5,5,1,7,5,5,61,11,3,1,4,1,1,4,4,4,4,3,2,3,1,3,4,1,1,4,4,2,2,2,4,4,5,4,5,5,4,4,2,3,4,3,4,4,4,2,3,2,1,2,3,1,3,4,3,3,3,2,4,4,4,4,2,5,4
5,0,5,1,3,4,25,7,5,0,3,1,1,4,5,5,2,4,2,4,1,3,4,2,2,4,4,3,1,2,4,5,4,4,4,4,2,5,2,4,4,4,5,4,1,1,2,3,1,3,2,1,3,4,2,2,2,4,4,4,4,3,2,5,4
4,5,5,5,5,4,39,9,3,1,1,1,1,4,4,4,4,4,4,4,1,4,4,1,2,2,5,5,5,5,4,4,4,5,5,4,2,3,1,3,3,2,4,2,2,3,3,4,1,2,4,1,1,3,1,4,2,5,4,4,4,4,2,4,4
5,5,1,0,2,4,47,5,5,1,1,1,1,5,5,5,5,5,4,5,2,4,5,1,1,5,5,5,5,5,5,5,5,5,4,2,5,3,1,3,1,3,4,4,1,3,3,4,1,3,4,3,4,5,4,5,3,5,4,2,5,5,2,5,3
2,0,5,0,2,3,51,6,4,0,.,1,1,3,5,5,5,.,3,5,2,4,5,1,1,4,5,5,4,4,4,4,4,4,5,4,4,2,2,3,3,4,4,5,4,.,3,4,2,4,5,1,1,5,3,5,4,4,4,3,4,3,2,5,3
4,3,1,5,4,4,33,.,2,1,.,1,1,4,3,5,3,.,3,3,1,2,4,1,1,2,4,4,2,2,5,5,5,5,4,4,2,3,2,3,4,4,4,5,2,.,2,3,1,3,3,1,1,4,3,4,3,1,4,4,5,2,2,4,2
5,7,3,7,5,3,55,5,2,1,1,1,1,4,4,4,3,1,3,5,1,4,5,1,1,5,3,4,4,4,5,5,4,4,5,5,4,4,2,5,3,2,4,2,2,3,2,4,2,4,3,1,1,5,2,4,4,4,5,5,5,5,2,2,5
3,4,1,7,5,5,77,11,3,1,.,1,1,4,4,5,2,.,2,4,2,3,5,2,1,4,3,4,2,2,4,4,4,4,5,4,3,4,2,4,4,3,3,3,2,.,2,2,1,3,2,1,1,2,3,4,4,4,4,4,3,2,2,3,4
1,0,1,0,3,5,50,7,5,1,1,1,1,5,5,4,4,4,4,5,2,4,4,1,1,5,4,4,4,5,4,4,4,2,5,5,2,5,2,4,3,1,4,4,3,4,3,3,2,3,4,1,2,5,4,4,4,4,4,2,2,2,2,3,4
4,7,1,7,5,4,56,11,3,0,4,1,1,2,4,4,3,1,1,5,1,3,3,4,5,4,1,4,1,2,3,3,3,2,5,5,5,4,4,3,3,4,4,2,1,2,2,4,1,3,2,5,5,3,5,3,2,2,4,2,2,5,2,1,4
5,5,5,7,5,3,28,6,3,1,3,1,1,2,4,2,2,2,3,4,2,4,4,3,4,4,4,4,2,2,4,4,3,5,5,5,3,4,2,3,4,2,4,2,1,1,2,2,1,3,3,5,4,4,4,3,1,2,4,2,1,4,2,4,3
4,5,5,3,4,5,33,6,2,1,3,1,1,2,4,5,4,4,5,5,1,4,5,1,2,3,4,4,4,4,4,4,5,4,5,5,4,4,3,4,2,2,3,4,3,4,4,5,1,3,3,1,2,2,3,4,4,2,4,4,4,4,2,4,3
4,2,1,2,4,4,33,8,2,0,4,1,1,2,3,4,2,3,3,3,2,3,4,4,4,4,2,3,2,5,3,3,3,4,4,4,3,5,4,3,3,1,2,2,1,3,2,3,2,3,3,4,4,4,2,4,2,4,3,3,2,3,2,2,4
5,4,1,0,4,3,61,7,2,1,2,1,1,4,4,4,4,3,3,5,2,5,3,1,2,4,3,3,3,4,4,4,2,4,5,3,2,4,4,3,1,4,4,3,2,5,3,4,2,2,3,1,3,5,2,2,4,3,4,4,2,2,2,3,4
3,0,1,0,3,4,60,10,3,0,4,1,1,5,4,5,5,3,4,5,2,4,4,1,1,4,4,2,1,2,4,2,2,4,4,5,1,5,2,4,3,5,3,2,2,3,3,5,1,4,3,1,1,4,4,4,1,1,3,1,1,1,2,5,4
3,0,1,1,2,5,34,5,3,1,1,1,1,5,5,5,5,5,3,4,1,2,4,1,1,4,5,5,4,4,4,3,4,5,4,3,4,4,2,5,4,5,5,4,4,3,2,4,1,3,5,2,2,4,2,5,4,4,4,2,3,4,2,5,4
3,3,1,4,4,5,68,8,3,1,.,1,1,1,1,1,4,.,2,2,1,2,2,5,5,4,3,4,2,4,4,4,1,3,5,5,1,5,3,4,4,1,2,1,2,.,2,2,1,2,2,5,5,4,1,4,1,4,4,4,1,1,2,4,4
4,4,4,0,2,4,38,11,3,0,5,1,1,4,4,5,4,4,3,5,2,4,5,1,1,5,4,4,4,2,2,2,4,4,4,4,4,4,4,4,1,2,4,2,1,2,2,4,1,2,4,2,3,4,4,5,4,4,2,2,3,2,2,5,5
3,0,1,0,4,5,46,8,4,0,2,1,1,4,4,4,2,4,2,4,1,3,4,2,2,4,3,3,3,2,4,3,2,4,5,3,4,4,2,4,3,4,4,3,2,3,2,3,1,3,2,2,2,5,4,5,3,2,4,3,2,4,2,4,3
5,5,1,5,4,4,53,10,3,1,4,1,1,3,4,5,4,2,2,3,2,3,4,1,2,2,5,4,2,4,4,4,2,5,5,5,4,3,1,4,3,1,2,3,1,1,2,3,1,2,3,1,2,2,4,4,4,2,4,2,2,4,2,5,3
5,7,5,7,5,3,67,6,4,0,.,1,1,4,4,2,4,.,3,4,2,3,4,2,3,5,4,5,5,5,4,4,4,5,5,5,4,4,4,3,3,4,4,5,2,.,3,4,1,3,4,2,4,5,5,5,5,5,4,4,4,5,2,4,2
1,1,1,3,3,5,43,11,4,0,3,1,1,4,4,5,4,3,2,4,1,4,5,1,3,4,5,4,4,2,4,4,5,4,5,5,4,4,3,3,4,4,4,4,2,3,3,4,1,4,5,2,2,5,2,5,4,4,5,4,5,2,2,5,4
3,0,1,3,4,5,54,7,3,1,4,1,1,4,4,5,3,3,4,4,2,4,4,1,1,4,4,5,4,4,5,4,4,4,5,4,2,2,2,4,4,2,4,5,3,3,3,4,2,3,3,1,2,4,4,5,3,2,4,4,4,2,2,5,3
2,0,1,0,1,4,57,6,2,1,.,1,1,5,4,4,4,.,4,5,1,4,5,1,2,5,3,4,4,2,4,3,3,4,5,5,3,4,4,5,3,5,5,3,4,.,5,5,1,4,4,1,1,5,2,4,3,2,3,3,3,4,2,3,5
4,5,1,3,4,5,62,5,3,1,1,1,1,4,4,2,2,4,2,3,1,3,4,4,5,3,3,4,3,2,4,3,2,2,5,4,3,3,4,3,2,2,3,1,3,3,3,3,1,3,3,5,5,3,2,4,2,3,4,4,3,4,2,3,4
5,6,5,2,3,5,61,9,3,0,5,0,1,4,5,5,4,4,3,4,1,2,4,2,1,4,5,5,3,2,5,4,2,5,5,5,2,4,1,4,1,2,2,4,2,1,2,4,1,2,2,2,2,4,1,5,1,4,5,2,1,3,2,5,5
4,4,1,2,3,3,49,6,4,0,1,1,1,3,3,4,2,2,3,4,1,3,4,1,1,2,1,4,5,4,4,3,2,4,4,5,4,5,4,4,2,4,2,1,2,3,3,4,1,2,3,2,5,2,4,4,4,3,4,2,1,4,2,1,4
